trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
1,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
2,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
3,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
4,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
5,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
6,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
7,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
8,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
9,True,4,1,1,debug_runs/20260603_164150_HIGH_current/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,-8.925965309143066,83.87689208984375,0.4507923126220703,-90.25896453857422,-5.096530914306641,60.30249786376953,0.25307795298019137
