trial,chunk_action_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.25701156985982976
0,1,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.2534456968767276
0,2,-6.661430358886719,70.61180114746094,-6.634749412536621,-92.9500961303711,-4.026302814483643,65.19182586669922,0.25313135353632626
0,3,-7.184022903442383,68.05940246582031,-9.910857200622559,-92.29324340820312,-4.332644462585449,69.11323547363281,0.2564526537560225
0,4,-7.197305679321289,65.42121887207031,-13.84951400756836,-91.72234344482422,-4.2176923751831055,68.75934600830078,0.2605289311974609
0,5,-7.307555198669434,60.70742416381836,-18.737621307373047,-91.78427124023438,-4.1693620681762695,70.3049545288086,0.2638608778435925
0,6,-6.30288028717041,57.42564392089844,-26.64875602722168,-91.15345764160156,-3.5148401260375977,74.22933959960938,0.27224978908871333
0,7,-6.121374130249023,57.17129135131836,-29.028095245361328,-91.2972183227539,-3.9151318073272705,79.7191162109375,0.2752285662698132
0,8,-5.432503700256348,55.56272888183594,-30.17526626586914,-92.66204071044922,-3.9908852577209473,79.0341796875,0.2759482209940927
0,9,-4.589650630950928,55.18778991699219,-30.310091018676758,-93.16921997070312,-4.002068519592285,78.11146545410156,0.2760125535477663
0,10,-4.259617328643799,53.77410888671875,-32.28349304199219,-93.80087280273438,-3.9297142028808594,77.55686950683594,0.2776350636366366
0,11,-4.188694000244141,52.50868606567383,-33.307899475097656,-94.53819274902344,-3.850771427154541,77.67937469482422,0.278166943832026
0,12,-3.995896816253662,51.19713592529297,-34.06028366088867,-95.00068664550781,-3.777876853942871,77.3952407836914,0.27816123064234355
0,13,-3.4260549545288086,49.83900451660156,-34.16600036621094,-94.97018432617188,-3.7445337772369385,77.11921691894531,0.27702154080850705
0,14,-3.2311666011810303,49.04655075073242,-34.2183837890625,-95.88427734375,-3.7577733993530273,76.57609558105469,0.2766815048802266
0,15,-3.3513998985290527,48.605960845947266,-34.083045959472656,-96.42792510986328,-3.8271331787109375,77.2610092163086,0.276245235440795
0,16,-3.3876118659973145,49.74576950073242,-31.971689224243164,-97.12399291992188,-3.9831886291503906,76.37824249267578,0.2745055231982388
0,17,-3.5470340251922607,48.56995391845703,-31.725244522094727,-98.19807434082031,-4.044465065002441,76.08778381347656,0.2731457990295944
0,18,-3.811204433441162,48.9307861328125,-30.138587951660156,-98.92235565185547,-3.945051431655884,75.5635986328125,0.27110959615904207
0,19,-3.457627773284912,48.82611083984375,-28.7030029296875,-100.25183868408203,-3.944694995880127,75.16545104980469,0.2686767080191561
0,20,-3.2706806659698486,47.039573669433594,-29.29804039001465,-100.1094970703125,-3.818507194519043,75.44929504394531,0.2676488312141908
0,21,-3.0837626457214355,45.380680084228516,-30.10635757446289,-99.5863265991211,-3.613129138946533,74.36654663085938,0.2671019040309623
0,22,-3.0151145458221436,46.11260223388672,-27.893102645874023,-99.76803588867188,-3.6801247596740723,74.0670166015625,0.2640866986646156
0,23,-3.2587108612060547,45.244537353515625,-28.35049819946289,-99.57659149169922,-3.5312275886535645,73.60540771484375,0.26387075860059855
0,24,-3.6654164791107178,45.81016540527344,-28.23081398010254,-99.59996032714844,-3.5780372619628906,70.48866271972656,0.26433138607052253
0,25,-3.5089831352233887,45.71492004394531,-28.470535278320312,-99.80565643310547,-3.59664249420166,72.09898376464844,0.2646403296539348
0,26,-3.768771171569824,44.8675537109375,-28.056236267089844,-100.72355651855469,-3.4318976402282715,71.57530212402344,0.2628302629578727
0,27,-4.657841682434082,45.24034118652344,-28.173965454101562,-100.7644271850586,-3.5221962928771973,71.37637329101562,0.26349757642147614
0,28,-4.387391567230225,44.97008514404297,-27.94043731689453,-101.83403015136719,-3.337061882019043,71.70127868652344,0.2626383558328766
0,29,-4.557290077209473,44.50761413574219,-29.188350677490234,-102.01958465576172,-3.3489630222320557,71.31588745117188,0.26436537759337236
0,30,-4.445346832275391,44.500240325927734,-29.048599243164062,-102.42245483398438,-3.2749619483947754,71.27610778808594,0.2640589894609594
0,31,-4.944201469421387,43.741485595703125,-29.548274993896484,-102.13398742675781,-3.342142105102539,71.7919692993164,0.2640719980724856
0,32,-4.9538655281066895,43.31111145019531,-29.59640121459961,-102.58174896240234,-3.2851223945617676,73.28120422363281,0.26357921939533563
0,33,-5.1053466796875,42.41236114501953,-29.928897857666016,-102.69850158691406,-3.2682111263275146,72.33122253417969,0.2630557525872584
0,34,-5.435762405395508,42.12669372558594,-29.72458267211914,-102.69306182861328,-3.3068017959594727,72.89264678955078,0.26230926888227807
0,35,-5.34390115737915,40.870418548583984,-30.034801483154297,-103.21429443359375,-3.4935927391052246,71.96633911132812,0.26121037891714144
0,36,-5.367464065551758,40.203487396240234,-30.211448669433594,-103.60546112060547,-3.60666561126709,70.47808837890625,0.26061598128396696
0,37,-5.230995178222656,40.03997039794922,-31.042953491210938,-103.02862548828125,-3.5123682022094727,70.27029418945312,0.2620805471613652
0,38,-5.276083469390869,40.29491424560547,-30.284175872802734,-103.16482543945312,-3.6699585914611816,70.78350830078125,0.26094868437850977
0,39,-5.4581804275512695,39.65098571777344,-31.039669036865234,-102.19619750976562,-3.3794660568237305,69.21240234375,0.26167404467880784
0,40,-5.557483673095703,39.38429260253906,-31.03681755065918,-102.2943115234375,-3.2582077980041504,68.03783416748047,0.2613141492428622
0,41,-5.852076530456543,40.176231384277344,-30.368301391601562,-102.1218032836914,-3.3556034564971924,62.51042175292969,0.2610989431430019
0,42,-6.385514736175537,40.70396423339844,-29.51283836364746,-102.43313598632812,-3.469973564147949,47.21212387084961,0.2601176512725155
0,43,-6.310107707977295,39.70606231689453,-30.34223175048828,-102.31655883789062,-3.1336820125579834,44.018280029296875,0.26041744762470004
